source,product_name,price_web_integer,price_web_fraction,price_store_integer,price_store_fraction,url,timestamp_scrape,category_total_products,price_web,price_store
wong.pe,Cama Queen Rosen Pratta + Cabecera Issey,3,00,3,00,https://www.wong.pe/cama-queen-rosen-pratta-cabecera-issey-976219-2/p,2025-10-02T20:46:53,,3.0,3.0
wong.pe,Gel Anti Imperfecciones Bioderma Sebium Kerato+ 30ml,92,70,115,90,https://www.wong.pe/gel-anti-imperfecciones-bioderma-sebium-kerato-30ml-1001752/p,2025-10-02T20:47:02,,92.7,115.9
wong.pe,Libreta Artesco Anillada con Liga Florencia,22,90,,,https://www.wong.pe/libreta-artesco-anillada-con-liga-florencia-1014936/p,2025-10-02T20:47:11,,22.9,
wong.pe,Blueberry Extra Wong 250g,9,89,,,https://www.wong.pe/blueberry-extra-wong-250g-1038143/p,2025-10-02T20:47:18,,9.89,
wong.pe,Vino Tinto Blend Silk & Spice Spice Road Botella 750ml,99,90,,,https://www.wong.pe/vino-tinto-blend-silk-spice-spice-road-botella-750ml-1009427-2/p,2025-10-02T20:47:26,,99.9,
wong.pe,Felix Travesuras Bocaditos para Gato Original Mix Doypack 60 gr,14,20,,,https://www.wong.pe/felix-travesuras-bocaditos-para-gato-original-mix-doypack-60-gr/p,2025-10-02T20:47:33,,14.2,
wong.pe,Agua Micelar Garnier Skin Active Agua de Rosas 400ml,50,50,,,https://www.wong.pe/agua-micelar-garnier-skin-active-agua-de-rosas-400ml-1036848/p,2025-10-02T20:47:42,,50.5,
wong.pe,Multipack Evolución x3 Figuras Ro Da De Pokémon,159,90,,,https://www.wong.pe/multipack-evolucion-x3-figuras-ro-da-de-pokemon-1009298/p,2025-10-02T20:47:46,,159.9,
wong.pe,Batea Moises # 15,8,90,,,https://www.wong.pe/batea-moises-15-478654-2/p,2025-10-02T20:47:54,,8.9,
wong.pe,Chocolate con Leche La Ibérica Alpaca 90g,23,30,,,https://www.wong.pe/chocolate-con-leche-la-iberica-alpaca-90g-1018962/p,2025-10-02T20:48:02,,23.3,
wong.pe,Indurama Extractor de Jugos 1.1 Lt EI-CR 2 Velocidades,239,00,,,https://www.wong.pe/indurama-extractor-de-jugos-1-1-lt-ei-cr-2-velocidades-2/p,2025-10-02T20:48:10,,239.0,
wong.pe,Tamal Chinchano Tamal Tabien x un,8,90,,,https://www.wong.pe/tamal-chinchano-tamal-tabien-x-un-996625/p,2025-10-02T20:48:19,,8.9,
wong.pe,Ambientador Spray Boles D'Olor Sandia 100ml,49,90,,,https://www.wong.pe/ambientador-spray-boles-d-olor-sandia-100ml/p,2025-10-02T20:48:27,,49.9,
wong.pe,Insecticida en Polvo Mata Hormigas 30 g,5,99,,,https://www.wong.pe/insecticida-en-polvo-mata-hormigas-30-g/p,2025-10-02T20:48:35,,5.99,
wong.pe,Vino Tinto Merlot Reserva Viu Manent Botella 750ml,82,90,,,https://www.wong.pe/vino-tinto-merlot-reserva-viu-manent-botella-750ml-23956/p,2025-10-02T20:48:44,,82.9,
wong.pe,,,,,,https://www.wong.pe/whisky-chivas-regal-12-a-os-700ml-ron-havana-club-7-a-os-700ml-1026691/p,2025-10-02T20:48:52,,,
wong.pe,Termómetro de Baño Suavinex Verde,49,90,,,https://www.wong.pe/termometro-de-bano-suavinex-verde-1019654/p,2025-10-02T20:48:59,,49.9,
wong.pe,Cuisine & Co Hierba Luisa para Infusión Caja 20 unid,3,20,,,https://www.wong.pe/cuisine-co-hierba-luisa-para-infusion-caja-20-unid/p,2025-10-02T20:49:07,,3.2,
wong.pe,Beanie Boos Nori Narval Regular 36216 Ty,29,90,,,https://www.wong.pe/beanie-boos-nori-narval-regular-36216-ty-1003842-2/p,2025-10-02T20:49:14,,29.9,
wong.pe,Fideos de Gluten Age Espinaca 250g,27,80,,,https://www.wong.pe/fideos-de-gluten-age-espinaca-250g-3314-2/p,2025-10-02T20:49:22,,27.8,
wong.pe,Acondicionador Frizz Ease Dream Curls John Frieda Tubo 250 ml,46,40,,,https://www.wong.pe/acondicionador-frizz-ease-dream-curls-john-frieda-tubo-250-ml-2-2/p,2025-10-02T20:49:29,,46.4,
wong.pe,Cama Balanzze con Cajones 1.5 Plazas Gris,1,00,2,00,https://www.wong.pe/cama-balanzze-con-cajones-1-5-plazas-gris-992186/p,2025-10-02T20:49:37,,1.0,2.0
wong.pe,Aspiradora Thomas Inalámbrica Th-1025,449,00,,,https://www.wong.pe/aspiradora-thomas-inalambrica-th-1025-1018859/p,2025-10-02T20:49:46,,449.0,
wong.pe,Cama Europea 2 Plazas Rosen Driven,2,00,3,00,https://www.wong.pe/cama-europea-2-plazas-rosen-driven/p,2025-10-02T20:49:54,,2.0,3.0
wong.pe,Vino Tinto Malbec Nieto Senetiner Patrimonial Botella 750ml,129,90,,,https://www.wong.pe/vino-tinto-malbec-nieto-senetiner-patrimonial-botella-750ml-268101/p,2025-10-02T20:50:02,,129.9,
wong.pe,Alcohol Etílico 96° Erza Botella 500 ml,9,40,,,https://www.wong.pe/alcohol-etilico-96-erza-botella-500-ml-2-2/p,2025-10-02T20:50:11,,9.4,
wong.pe,Verduras para Sopa Wantán 200g,15,00,,,https://www.wong.pe/verduras-para-sopa-want-n-200g-996246-2/p,2025-10-02T20:50:19,,15.0,
wong.pe,Dino Jurásico Luminoso Sorpresa Smashers,19,90,,,https://www.wong.pe/dino-jurasico-luminoso-sorpresa-smashers-1034158/p,2025-10-02T20:50:27,,19.9,
wong.pe,Juego de Cubiertos Krea Dorado 16 Piezas,44,90,88,99,https://www.wong.pe/juego-de-cubiertos-krea-dorado-16-piezas-970994-2/p,2025-10-02T20:50:35,,44.9,88.99
wong.pe,Champiñones Gourmet Valle Fértil Frasco 310 g,18,50,,,https://www.wong.pe/champinones-gourmet-valle-fertil-frasco-310-g-40596/p,2025-10-02T20:50:43,,18.5,
wong.pe,Helado Snow Bird Fresh 110ml,7,90,,,https://www.wong.pe/helado-snow-bird-fresh-110ml/p,2025-10-02T20:50:52,,7.9,
wong.pe,Yogurt Griego La Abuela Natural 1 kg,29,90,,,https://www.wong.pe/yogurt-griego-la-abuela-natural-1-kg-2-2/p,2025-10-02T20:51:00,,29.9,
wong.pe,MIS PRIMERAS LLAVES,19,90,49,90,https://www.wong.pe/mis-primeras-llaves-kidsn-play-985913-2/p,2025-10-02T20:51:08,,19.9,49.9
wong.pe,Envase de Plástico 600 ml,16,99,,,https://www.wong.pe/envase-de-plastico-600-ml-101972-2/p,2025-10-02T20:51:16,,16.99,
wong.pe,Aceituna Verde Deshuesada Olivalle 160g,4,50,,,https://www.wong.pe/aceituna-verde-deshuesada-olivalle-160g-417443/p,2025-10-02T20:51:24,,4.5,
wong.pe,Torta Tres Leches Fresa y Coco 10 Porciones,49,90,,,https://www.wong.pe/torta-tres-leches-fresa-y-coco-10-porciones/p,2025-10-02T20:51:33,,49.9,
wong.pe,Chocolate Vizzio Grageas Mix 122g,10,90,,,https://www.wong.pe/chocolate-vizzio-grageas-mix-122g-1004808-2/p,2025-10-02T20:51:40,,10.9,
wong.pe,Microondas Digital Samsung Mwo Grill 23 LTS Negro,459,00,549,00,https://www.wong.pe/microondas-digital-samsung-mwo-grill-23-lts-negro-1014694/p,2025-10-02T20:51:49,,459.0,549.0
wong.pe,Gaseosa Coca Cola Sin Azúcar Lata 350ml,6,90,,,https://www.wong.pe/gaseosa-coca-cola-sin-az-car-lata-350ml-1033173/p,2025-10-02T20:51:56,,6.9,
wong.pe,Juego de Sabana Lisa 1.5 Plaza 144H Polialgodón Aqua,89,39,148,99,https://www.wong.pe/juego-de-sabana-lisa-1-5-plaza-144h-polialgodon-aqua-1034773/p,2025-10-02T20:52:05,,89.39,148.99
wong.pe,Tripack Trozos de Atún en Aceite Primor 140g,,,,,https://www.wong.pe/tripack-trozos-de-at-n-en-aceite-primor-140g-1038128/p,2025-10-02T20:52:13,,,
wong.pe,Sopa Instantánea Neogury Mariscos Picantes 120g,7,90,,,https://www.wong.pe/sopa-instant-nea-neogury-mariscos-picantes-120g-4993/p,2025-10-02T20:52:22,,7.9,
wong.pe,Torta Helada de Duraznos 10 Porciones,23,90,39,90,https://www.wong.pe/torta-helada-de-duraznos-10-porciones-759111/p,2025-10-02T20:52:30,,23.9,39.9
wong.pe,Thermos para Alimentos Alta Blanco 530ml,155,33,233,90,https://www.wong.pe/thermos-para-alimentos-alta-blanco-530ml1041032/p,2025-10-02T20:52:38,,155.33,233.9
wong.pe,Fondos de Alcachofa Valle Fertil Frasco 410 g,26,90,,,https://www.wong.pe/fondos-de-alcachofa-valle-fertil-frasco-410-g-143829/p,2025-10-02T20:52:43,,26.9,
wong.pe,Cabecera Novo Paraíso Gris 2 Plazas,179,00,309,00,https://www.wong.pe/cabecera-novo-paraiso-gris-2-plazas-978529/p,2025-10-02T20:52:50,,179.0,309.0
wong.pe,Rabanito Baby Hidropónico de Invernadero Ecologic Bandeja 250g,5,80,6,20,https://www.wong.pe/rabanito-baby-hidroponico-de-invernadero-ecologic-bandeja-250g-755917-2/p,2025-10-02T20:52:59,,5.8,6.2
wong.pe,Yogurt Bebible Gloria Slim Fresa Botella 1kg,7,50,,,https://www.wong.pe/yogurt-bebible-gloria-slim-fresa-botella-1kg-470596001/p,2025-10-02T20:53:06,,7.5,
wong.pe,TuHome Espejo Salerno 60 x 60 cm,189,90,349,90,https://www.wong.pe/tuhome-espejo-salerno-60-x-60-cm/p,2025-10-02T20:53:15,,189.9,349.9
wong.pe,Aflojatodo Vistony Super Spray 296ml,15,90,,,https://www.wong.pe/aflojatodo-vistony-super-spray-296ml-758430-2/p,2025-10-02T20:53:22,,15.9,
wong.pe,Filete de Pierna Artisan x Kg.  Libre de Antibióticos,43,35,,,https://www.wong.pe/filete-de-pierna-artisan-x-kg-libre-de-antibioticos-2-2/p,2025-10-02T20:53:31,,43.35,
wong.pe,Sabanas Brickell Satinadas Stripe 2Plazas Blanca,29,90,59,99,https://www.wong.pe/sabanas-brickell-satinadas-stripe-2plazas-blanca-1040647/p,2025-10-02T20:53:39,,29.9,59.99
wong.pe,Lighty Candles Velas Palabritas Caja 15 unid,6,90,,,https://www.wong.pe/lighty-candles-velas-palabritas-caja-15-unid-2/p,2025-10-02T20:53:46,,6.9,
wong.pe,Vino Tinto Tempranillo Gran Reserva Lan Botella 750ml,134,90,189,90,https://www.wong.pe/vino-tinto-tempranillo-gran-reserva-lan-botella-750ml-115455/p,2025-10-02T20:53:55,,134.9,189.9
wong.pe,Auto Premium Culture Surtido,34,99,,,https://www.wong.pe/auto-premium-culture-surtido-2/p,2025-10-02T20:54:04,,34.99,
wong.pe,Toallitas Purificantes Asepxia Carbón Detox 25un,22,20,,,https://www.wong.pe/toallitas-purificantes-asepxia-carbon-detox-25un-2-2/p,2025-10-02T20:54:11,,22.2,
wong.pe,Pisco Moscatel Biondi Botella 500ml,63,90,82,90,https://www.wong.pe/pisco-moscatel-biondi-botella-500ml-215983/p,2025-10-02T20:54:19,,63.9,82.9
wong.pe,Agua Sin Gas Cielo Bidón 7 L,6,90,7,50,https://www.wong.pe/agua-sin-gas-cielo-bidon-7-l-286135/p,2025-10-02T20:54:27,,6.9,7.5
wong.pe,Alimento para Gatos Esterilizados Purina One Pollo y Salmón 2kg,84,20,,,https://www.wong.pe/alimento-para-gatos-esterilizados-purina-one-pollo-y-salmon-2kg/p,2025-10-02T20:54:35,,84.2,
wong.pe,Licor Bottega Capuccino Botella 500ml,81,90,,,https://www.wong.pe/licor-bottega-capuccino-botella-500ml-1022995/p,2025-10-02T20:54:43,,81.9,
wong.pe,Libro Minutos Cuentos de Animales,39,90,,,https://www.wong.pe/libro-minutos-cuentos-de-animales-1001845/p,2025-10-02T20:54:51,,39.9,
wong.pe,Almeja en Malla x 6 Unid,13,90,,,https://www.wong.pe/almeja-en-malla-x-6-unid-2-2/p,2025-10-02T20:54:57,,13.9,
wong.pe,Salsa de Soya Clara Jade Bridge 500ml,21,90,,,https://www.wong.pe/salsa-de-soya-clara-jade-bridge-500ml-992577-2/p,2025-10-02T20:55:04,,21.9,
wong.pe,Fudge Heladero Bazo Velarde 550g,18,50,,,https://www.wong.pe/fudge-heladero-bazo-velarde-550g-48234003/p,2025-10-02T20:55:12,,18.5,
wong.pe,Gomitas Mogul Extreme Sandía 80g,4,90,,,https://www.wong.pe/gomitas-mogul-extreme-sandia-80g-995275-2/p,2025-10-02T20:55:20,,4.9,
wong.pe,Cocktail Cipriani Bellini Botella 200ml,40,90,,,https://www.wong.pe/cocktail-cipriani-bellini-botella-200ml-1016354/p,2025-10-02T20:55:27,,40.9,
wong.pe,Pack 3 Dinosaurios Vehículo Pullback Jurassic,79,90,,,https://www.wong.pe/pack-3-dinosaurios-vehiculo-pullback-jurassic-1038313/p,2025-10-02T20:55:36,,79.9,
wong.pe,Pasta Reggia Fusilli Tricolor 500g,13,90,,,https://www.wong.pe/pasta-reggia-fusilli-tricolor-500g-1014158/p,2025-10-02T20:55:44,,13.9,
wong.pe,Colchón Ergonómico para Pack and Play Premium Grande Rosado,269,90,,,https://www.wong.pe/colchon-ergonomico-para-pack-and-play-premium-grande-rosado-922896/p,2025-10-02T20:55:51,,269.9,
wong.pe,Combo Empanada Cocktail de Carne 2un,4,90,,,https://www.wong.pe/combo-empanada-cocktail-de-carne-2un-1042554/p,2025-10-02T20:55:57,,4.9,
wong.pe,Comedero Pretty Pet Trapecio Talla S,159,00,,,https://www.wong.pe/comedero-pretty-pet-trapecio-talla-s-989655/p,2025-10-02T20:56:04,,159.0,
wong.pe,Pasta de Arroz Spaghetti Sin Gluten El Dorado Bolsa 250 g,16,90,,,https://www.wong.pe/pasta-de-arroz-spaghetti-sin-gluten-el-dorado-bolsa-250-g-2/p,2025-10-02T20:56:13,,16.9,
wong.pe,Biberón Avent Anticólico con Válvula 125ml,54,00,,,https://www.wong.pe/biberon-avent-anticolic-con-valvula-125ml-1014149/p,2025-10-02T20:56:21,,54.0,
wong.pe,Alimento Húmedo para Gatos Fancy Feast Salmón 85g,7,70,,,https://www.wong.pe/alimento-humedo-para-gatos-fancy-feast-salmon-85g-2/p,2025-10-02T20:56:29,,7.7,
wong.pe,Cojin Outzen Reposera Liso Crudo,199,90,249,90,https://www.wong.pe/cojin-outzen-reposera-liso-crudo-1035127/p,2025-10-02T20:56:39,,199.9,249.9
wong.pe,Vaso Yogurt Stitch Vibes,21,99,,,https://www.wong.pe/vaso-yogurt-stitch-vibes-1040247/p,2025-10-02T20:56:44,,21.99,
wong.pe,Two Pack Pepsi 3 L c/u,17,40,,,https://www.wong.pe/two-pack-pepsi-3-l-c-u-520835/p,2025-10-02T20:56:52,,17.4,
wong.pe,Pollo Teriyaki Wong Ready Con Arroz Oriental Bandeja 370 g,17,90,,,https://www.wong.pe/pollo-teriyaki-wong-ready-con-arroz-oriental-bandeja-370-g-2/p,2025-10-02T20:57:00,,17.9,
wong.pe,Waffer Loacker Classic Cremkakao 175g,19,90,,,https://www.wong.pe/waffer-loacker-classic-cremkakao-175g-1019425002/p,2025-10-02T20:57:08,,19.9,
wong.pe,Salchichón Cervecero Casa Europa Paquete 390 g,27,90,,,https://www.wong.pe/salchichon-cervecero-casa-europa-paquete-390-g-2/p,2025-10-02T20:57:16,,27.9,
wong.pe,Sal de Maras Semi Gruesa Oli21 650g,10,20,,,https://www.wong.pe/sal-de-maras-semi-gruesa-oli21-650g-1032393/p,2025-10-02T20:57:23,,10.2,
wong.pe,Croissant Precocido Don Mamino 6un,10,90,,,https://www.wong.pe/croissant-precocido-don-mamino-6un-1006837-2/p,2025-10-02T20:57:31,,10.9,
wong.pe,Vaso Stanley Adventure Big Grip 700ml Polar,119,90,,,https://www.wong.pe/vaso-stanley-adventure-big-grip-700ml-polar-982332/p,2025-10-02T20:57:39,,119.9,
wong.pe,Cama Cozy Pet's Fun Rosa S,49,99,,,https://www.wong.pe/cama-cozy-pet-s-fun-rosa-s-2/p,2025-10-02T20:57:49,,49.99,
wong.pe,Arena para Gatos Pet's Fun 5 Kg,11,90,14,90,https://www.wong.pe/arena-para-gatos-pets-fun-5-kg-983201-2/p,2025-10-02T20:57:55,,11.9,14.9
wong.pe,Helado Snow Bird N-RGY 110ml,7,90,,,https://www.wong.pe/helado-snow-bird-n-rgy-110ml/p,2025-10-02T20:58:03,,7.9,
wong.pe,Suavizante de Telas Home Care Lavanda 3L,18,90,22,50,https://www.wong.pe/suavizante-de-telas-home-care-lavanda-3l-1011400/p,2025-10-02T20:58:11,,18.9,22.5
wong.pe,Cuchillo de Carne Krea 20cm,9,90,15,99,https://www.wong.pe/cuchillo-de-carne-krea-20cm/p,2025-10-02T20:58:20,,9.9,15.99
wong.pe,Pañales para Bebé Babysec Premium Talla G 72un,54,50,60,50,https://www.wong.pe/panales-para-bebe-babysec-premium-talla-g-72un-980096-2/p,2025-10-02T20:58:28,,54.5,60.5
wong.pe,Mascara de Héroe Batman,34,90,,,https://www.wong.pe/mascara-de-heroe-batman-1008906/p,2025-10-02T20:58:35,,34.9,
wong.pe,Portabotella Reyplast Smart,15,99,,,https://www.wong.pe/portabotella-reyplast-smart-1017534/p,2025-10-02T20:58:42,,15.99,
wong.pe,Hamburguesa de Cerdo Finas Hierbas Terraza Grill 4un,32,90,36,90,https://www.wong.pe/hamburguesa-de-cerdo-finas-hierbas-terraza-grill-4un/p,2025-10-02T20:58:50,,32.9,36.9
wong.pe,Xilófono Musical Bebe Happy Valley,25,90,59,90,https://www.wong.pe/xilofono-musical-bebe-happy-valley-1014207/p,2025-10-02T20:58:58,,25.9,59.9
wong.pe,Paraíso Colchón Pocket Star 2 Plazas + 2 Almohadas + Protector,819,00,1,00,https://www.wong.pe/paraiso-colchon-pocket-star-2-plazas-2-almohadas-protector-763004-2-2/p,2025-10-02T20:59:05,,819.0,1.0
wong.pe,Cafetera Pedrini Moka Italiana Asa Negra 6 Tazas,103,92,129,90,https://www.wong.pe/cafetera-pedrini-moka-italiana-asa-negra-6-tazas-969577-2/p,2025-10-02T20:59:13,,103.92,129.9
wong.pe,Huevo Sorpresa Kinder Joy 20g Sorpresa,9,50,,,https://www.wong.pe/huevo-sorpresa-kinder-joy-20g-sorpresa-2/p,2025-10-02T20:59:21,,9.5,
wong.pe,Pisco Quebranta Viejo Tonel Botella 500ml,75,90,,,https://www.wong.pe/pisco-quebranta-viejo-tonel-botella-500ml-189504/p,2025-10-02T20:59:30,,75.9,
wong.pe,Hervidor Thomas Th-5415I,119,00,159,00,https://www.wong.pe/hervidor-thomas-th-5415i-1038067/p,2025-10-02T20:59:36,,119.0,159.0
wong.pe,Casa Gato Pet's Fun 54x41x38cm,149,90,,,https://www.wong.pe/casa-gato-pets-fun-54x41x38cm-1024011/p,2025-10-02T20:59:44,,149.9,
wong.pe,Tripack Espumante Rosé Riccadonna Moscato Semi Dulce Botella 750ml,,,,,https://www.wong.pe/tripack-espumante-rose-riccadonna-moscato-semi-dulce-botella-750ml-1007127-2/p,2025-10-02T20:59:51,,,
wong.pe,Ají Charapita Ardiente Igunza 250g,7,90,10,50,https://www.wong.pe/aj-charapita-ardiente-igunza-250g-1040478/p,2025-10-02T20:59:58,,7.9,10.5
wong.pe,Chocolate Bitter La Ibérica Fondant Tableta 40 g,8,80,,,https://www.wong.pe/chocolate-bitter-la-iberica-fondant-tableta-40-g-396381/p,2025-10-02T21:00:07,,8.8,
wong.pe,Colchón 2 Plazas Forli Polaris + Almohadas,479,00,589,00,https://www.wong.pe/colchon-2-plazas-forli-polaris-almohadas-710308/p,2025-10-02T21:00:16,,479.0,589.0
wong.pe,Libro Sopa Letras Dgeditorial,8,90,,,https://www.wong.pe/libro-sopa-letras-dgeditorial-1008512-2/p,2025-10-02T21:00:21,,8.9,
wong.pe,Portacepillo Krea Plástico Textura Blanco,3,00,9,99,https://www.wong.pe/portacepillo-krea-plastico-te-tura-blanco-1010686/p,2025-10-02T21:00:28,,3.0,9.99
wong.pe,Alfajor de Pie de Limón Nestlé el Manjar 14un.,16,50,,,https://www.wong.pe/alfajor-de-pie-de-limon-nestle-el-manjar-14un-2/p,2025-10-02T21:00:36,,16.5,
wong.pe,Enrollado de Pollo con Damasco Artisan,54,90,,,https://www.wong.pe/enrollado-de-pollo-con-damasco-artisan-1014152/p,2025-10-02T21:00:43,,54.9,
wong.pe,Freidora de Aire Philips NA220/00,349,90,,,https://www.wong.pe/freidora-de-aire-philips-na220-001041689/p,2025-10-02T21:00:51,,349.9,
wong.pe,Base Líquida Super Stay Full Coverage Maybelline Tono Classic Ivory,79,90,,,https://www.wong.pe/base-liquida-super-stay-full-coverage-maybelline-tono-classic-ivory-2-2/p,2025-10-02T21:00:59,,79.9,
wong.pe,Vino Tinto Blend Ruffino Chianti Botella 750ml,92,90,,,https://www.wong.pe/vino-tinto-blend-ruffino-chianti-botella-750ml-29493/p,2025-10-02T21:01:07,,92.9,
wong.pe,Salsa para Pizza The Fresh Market 425g,8,90,,,https://www.wong.pe/salsa-para-pizza-the-fresh-market-425g-989898-2/p,2025-10-02T21:01:15,,8.9,
wong.pe,Compota de Fresas Fondo Montebello 40g,15,90,,,https://www.wong.pe/compota-de-fresas-fondo-montebello-40g-1022363003/p,2025-10-02T21:01:23,,15.9,
wong.pe,Chorizo Finas Hierbas Terraza Grill Caja 560 g,33,90,37,90,https://www.wong.pe/chorizo-finas-hierbas-terraza-grill-caja-560-g-2/p,2025-10-02T21:01:30,,33.9,37.9
wong.pe,Crema Depilatoria Depilé for Men Bajo la Ducha Piel Normal 200ml,38,80,,,https://www.wong.pe/crema-depilatoria-depile-for-men-bajo-la-ducha-piel-normal-200ml-1011493/p,2025-10-02T21:01:38,,38.8,
wong.pe,Olla Facusa de Acero Inoxidable 20cm,60,90,,,https://www.wong.pe/olla-facusa-de-acero-inoxidable-20cm-1023416/p,2025-10-02T21:01:47,,60.9,
wong.pe,Jamón de Pechuga de Pavo Ahumado Braedt Paquete 200 g,19,90,,,https://www.wong.pe/jamon-de-pechuga-de-pavo-ahumado-braedt-paquete-200-g-2/p,2025-10-02T21:01:54,,19.9,
wong.pe,Pack Chilcanero Finca Rotondo,40,90,41,90,https://www.wong.pe/pack-chilcanero-finca-rotondo-986319-2/p,2025-10-02T21:02:02,,40.9,41.9
wong.pe,Toalla Mano Krea 50x70cm 400gsm Gris Oscuro,9,90,12,99,https://www.wong.pe/toalla-mano-krea-50-70cm-400gsm-gris-oscuro-1034829/p,2025-10-02T21:02:10,,9.9,12.99
